question_id,question,options,answer,answer_index,cot_content,category,src
4917,"This question refers to the following information.
The pair of excerpts below is written by explorer Christopher Columbus and the Dominican Bishop of Chiapas, Mexico, Bartholomew de las Casas.
Source 1
Indians would give whatever the seller required. . . . Thus they bartered, like idiots, cotton and gold for fragments of bows, glasses, bottles, and jars; which I forbad as being unjust, and myself gave them many beautiful and acceptable articles which I had brought with me, taking nothing from them in return; I did this in order that I might the more easily conciliate them, that they might be led to become Christians, and be inclined to entertain a regard for the King and Queen, our Princes and all Spaniards, and that I might induce them to take an interest in seeking out, and collecting and delivering to us such things as they possessed in abundance, but which we greatly needed.
—Christopher Columbus: letter to Raphael Sanchez, 1493
Source 2
It was upon these gentle lambs . . . that from the very first day they clapped eyes on them the Spanish fell like ravening wolves upon the fold, or like tigers and savage lions who have not eaten meat for days. The pattern established at the outset has remained unchanged to this day, and the Spaniards still do nothing save tear the natives to shreds, murder them and inflict upon them untold misery, suffering and distress, tormenting, harrying and persecuting them mercilessly. We shall in due course describe some of the many ingenious methods of torture they have invented and refined for this purpose, but one can get some idea of the effectiveness of their methods from the figures alone. When the Spanish first journeyed there, the indigenous population of the island of Hispaniola stood at some three million; today only two hundred survive. Their reason for killing and destroying such an infinite number of souls is that the Christians have an ultimate aim, which is to acquire gold, and to swell themselves with riches in a very brief time and thus rise to a high estate disproportionate to their merits.
—Bartholomew de las Casas: A Short Account of the Destruction of the Indies, 1542
Which of the following would best account for the differences between the interactions of the Spaniards and the natives as described in the two accounts?","['Columbus was biased in favor of himself in his writings.'
 ""Columbus's men were nicer to the natives than were later expeditions.""
 'Columbus was unaware of the atrocities committed by his men.'
 'De las Casas was writing with the benefit of hindsight.'
 'Columbus wanted to portray a positive image of the Spaniards to the King and Queen.'
 ""De las Casas was writing in response to Columbus's accounts.""
 'De las Casas was not present during the encounters he described.'
 'De las Casas was exaggerating to support the start of African slavery.'
 'De las Casas wanted the Spanish to leave the Americas.'
 'Columbus and De las Casas had different interpretations of the same events.']",A,0,,history,ori_mmlu-high_school_european_history
4722,"This question refers to the following information.
In order to make the title of this discourse generally intelligible, I have translated the term ""Protoplasm,"" which is the scientific name of the substance of which I am about to speak, by the words ""the physical basis of life."" I suppose that, to many, the idea that there is such a thing as a physical basis, or matter, of life may be novel—so widely spread is the conception of life as something which works through matter. … Thus the matter of life, so far as we know it (and we have no right to speculate on any other), breaks up, in consequence of that continual death which is the condition of its manifesting vitality, into carbonic acid, water, and nitrogenous compounds, which certainly possess no properties but those of ordinary matter.
Thomas Henry Huxley, ""The Physical Basis of Life,"" 1868
From the passage, one may infer that Huxley argued that ""life"" was","['a process that breaks down ordinary matter'
 'essentially a philosophical notion' 'a term that has no physical basis'
 'a concept beyond human understanding'
 'merely a property of a certain kind of matter'
 'a result of carbonic acid, water, and nitrogenous compounds'
 'a supernatural phenomenon' 'subject to continual death and renewal'
 'a complex chemical reaction' 'a force that works through matter']",E,4,,history,ori_mmlu-high_school_european_history
4913,"This question refers to the following information.
""The seeds of totalitarian regimes are nurtured by misery and want. They spread and grow in the evil soil of poverty and strife. They reach their full growth when the hope of a people for a better life has died. We must keep that hope alive. . . . Great responsibilities have been placed upon us by the swift movement of events. . . . I am confident that the Congress will face these responsibilities squarely.""
—President Harry S. Truman, 1947
The passage above can best be seen as providing a rationale for","['the policy of containment.' 'the start of the Cold War.'
 'the establishment of the United Nations.'
 'participation in the Atlantic Charter.' 'the creation of NATO.'
 'embarking on a ""roll-back"" of communism.'
 'the principle of ""massive retaliation.""' 'the policy of détente.']",A,0,,history,ori_mmlu-high_school_us_history
4855,"This question refers to the following information.
Read the following excerpt.
Never were talents of the highest genius of the most exalted kind, more profusely bestowed upon a human being. The genius of Napoleon is astounding. All branches of human knowledge seemed alike familiar to his gigantic mind. His conversations at St. Helena, scattered through the numerous and voluminous memorials of those who gleaned them, are replete with intensest interest. During the long agony of his imprisonment and his death, he conversed with perfect freedom upon the events of his marvelous career, and upon all those subjects or morals, politics, and religion, which most deeply concern the welfare of our race. There is no mind which will not be invigorated by familiarity with these profound thoughts, expressed with so much glow of feeling and energy of diction.
—John S. C. Abbott, historian, Napoleon at St. Helena, 1855
Which of the following actions of Napoleon does the author seem to be ignoring the hypocrisy of in his examination of the high mindedness and praiseworthiness of Napoleon?","['His manipulation of the press for political gain'
 'His conquest of Europe and use of the Continental System'
 'His imposition of French culture on conquered territories'
 'The invasion of Haiti to stop a slave revolt there'
 'His establishment of the Bank of France'
 'His self-appointment as Emperor of France'
 'Promoting soldiers and government workers based upon their merits only'
 'The creation of the Napoleonic Code']",D,3,,history,ori_mmlu-high_school_european_history
4763,"The __________ tradition features finely made, leaf-shaped stone blades. The __________ tradition, which followed behind it, emphasizes bone and antler work.","['Aurignacian; Solutrean' 'Gravettian; Solutrean'
 'Gravettian; Aurignacian' 'Gravettian; Magdelanian'
 'Magdelanian; Gravettian' 'Aurignacian; Gravettian.'
 'Magdelanian; Aurignacian' 'Magdelanian; Solutrean'
 'Solutrean; Aurignacian' 'Solutrean; Magdelanian']",J,9,,history,ori_mmlu-prehistory
4838,The significance of Frere's discovery was that what he found was located:,"['inside a previously undiscovered pyramid.'
 'in the depths of the ocean, near the remains of a sunken ship.'
 'on a remote island, far from known human settlements.'
 'on the surface, above the remains of extinct animals.'
 'beneath the remains of extinct animals.'
 'in a region of Africa where no one thought humans had ever lived.'
 'on top of the ruins of a Medieval castle.'
 'in the heart of a bustling modern city, underneath a skyscraper.'
 'within the remnants of a prehistoric cave dwelling.'
 'in a place where only dinosaur fossils had been found.']",E,4,,history,ori_mmlu-prehistory
4966,The Mayan king Yax Pahsaj symbolized his royalty on a stele that depicts:,"['a series of decisive military conquests against a rival king.'
 'a depiction of him as a corn god, a symbol of fertility and prosperity.'
 'a scene of him hunting and defeating a large jaguar.'
 'an eagle, a serpent, and a jaguar, all of which were important royal animals.'
 'him receiving a crown from the Mayan god of death and rebirth.'
 'his coronation ceremony with all the Mayan gods as witnesses.'
 'a lightning bolt descending from heaven and marking him as the leader.'
 'a large sun, symbolizing his role as a son of the Sun God.'
 'the founder of the dynasty “passing him the torch.”'
 'him standing on the peak of a mountain to signify his power.']",I,8,,history,ori_mmlu-prehistory
4988,"This question refers to the following information.
Read the the following poem to answer questions.
Take up the White Man's burden—
Send forth the best ye breed—
Go bind your sons to exile
To serve your captives' need;
To wait in heavy harness,
On fluttered folk and wild—
Your new-caught, sullen peoples,
Half-devil and half-child.
...
Take up the White Man's burden—
The savage wars of peace—
Fill full the mouth of Famine
And bid the sickness cease;
And when your goal is nearest
The end for others sought…
Watch sloth and heathen Folly
Bring all your hopes to naught.
Rudyard Kipling, The White Man's Burden, 1899
Based on this poem, Kipling's conception of the British imperial mission could best be summed up as","['an attempt to bring civilization to uncivilized peoples'
 'a mission to educate and enlighten' 'a task that is doomed to fail'
 'a glorious, religious responsibility'
 'a profitable endeavor for the empire' 'a difficult but necessary task'
 'a necessary evil for the good of the empire'
 'a ruthless exercise of power' 'a hopeless task with no purpose'
 'a burden that should be willingly undertaken']",F,5,,history,ori_mmlu-high_school_european_history
5027,"This question refers to the following information.
""My little homestead in the city, which I recently insured for ￡2,000 would no doubt have shared the common fate, as the insurance companies will not make good that which is destroyed by the Queen's enemies. And although I have a farm of 50 acres close to the town, no doubt the crops and premises would have been destroyed. In fact, this has already partly been the case, and I am now suing the Government for damages done by a contingent of 1,500 natives that have recently encamped not many hundred yards from the place, who have done much damage all around.""
Letter from a British citizen to his sister during the Anglo-Zulu War, South Africa, 1879
Which of the following reasons explains why European citizens moved in large numbers to Zulu lands in 1867?","['The Zulu lands offered fertile soil for agricultural activities.'
 'A gold rush ensued following the discovery of gold on Zulu lands.'
 'The British government offered tax incentives to citizens moving to Zulu lands.'
 'The Zulu created attractive trade ports along the Indian Ocean.'
 'A diamond rush ensued following the discovery of diamonds on Zulu lands.'
 'The British military offered land grants to soldiers who would settle in the region.'
 'Europeans were attracted to the rich cultural heritage of the Zulu lands.'
 'The British crown offered incentives to those who would establish homesteads in the unsettled lands of South Africa.'
 'The British government offered free passage to citizens willing to migrate to Zulu lands.'
 'The Berlin Conference clarified boundaries, thus making it logistically sound for Europeans to move to the African colonies.']",E,4,,history,ori_mmlu-high_school_world_history
4919,"This question refers to the following information.
Both authors below were speaking of the French Revolution.
It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness, it was the epoch of belief, it was the epoch of incredulity, it was the season of Light, it was the season of Darkness, it was the spring of hope, it was the winter of despair, we had everything before us, we had nothing before us, we were all going direct to Heaven, we were all going direct the other way—in short, the period was so far like the present period, that some of its noisiest authorities insisted on its being received, for good or for evil, in the superlative degree of comparison only.
There were a king with a large jaw and a queen with a plain face, on the throne of England; there were a king with a large jaw and a queen with a fair face, on the throne of France. In both countries it was clearer than crystal . . . that things in general were settled for ever.
—A Tale of Two Cities, by Charles Dickens
Bliss was it in that dawn to be alive. But to be young was very heaven.
—The Prelude, by William Wordsworth
One similarity between the French Revolution and the American Revolution is that both were responses to which of the following?","['Transformation of the social class structure'
 'The rapid urbanization and industrialization of society'
 'The influence of foreign powers'
 'The spread of new technological inventions'
 'The privileges and influence of religious leaders'
 'The desire for a monarchy' 'The need for a more centralized government'
 'The need for greater military power' 'New proposed political structures'
 'Unfair systems of taxation']",J,9,,history,ori_mmlu-high_school_world_history
4842,Why is the timing of monumental construction at Ceibal significant?,"['It contradicts the hypothesis that the monumental construction of the Maya was largely inspired by the Olmec.'
 'It confirms that the residents of Ceibal were inspired by the Olmec to build large platforms.'
 'It contradicts the hypothesis that the development of monumental construction among the Maya was an internal process.'
 'It confirms that the Olmec, who built most of the Maya monuments, were inspired by the Egyptians.']",A,0,,history,ori_mmlu-prehistory
4672,What did the Moche build at the heart of their urban center?,"['the Temple of the Feathered Serpent'
 'an enormous walled-in precinct of elite residences'
 'the Palace of the Painted Walls' 'a complex irrigation system'
 'the Pyramid of the Sun' 'the Tower of Moche'
 'an extensive library of their written records'
 'a central marketplace for trade'
 'a vast complex of temples and artisan workshops'
 'an amphitheater for gladiatorial combats']",E,4,,history,ori_mmlu-prehistory
4823,Which of the following is NOT an innovation of the Mesolithic?,"['crop irrigation systems' 'the creation of fishing nets'
 'European use of bow and arrow' 'domestication of animals' 'canoes'
 'the development of flint tools']",A,0,,history,ori_mmlu-prehistory
4732,The “Lion Man” from Hohlenstein-Stadel cave is an example of:,"['mobiliary art.' 'long-distance trade of exotic raw materials.'
 'parietal art.' 'a Venus figurine.']",A,0,,history,ori_mmlu-prehistory
4974,"This question refers to the following information.
""Wherever I go—the street, the shop, the house, or the steamboat—I hear the people talk in such a way as to indicate that they are yet unable to conceive of the Negro as possessing any rights at all. Men who are honorable in their dealings with their white neighbors will cheat a Negro without feeling a single twinge of their honor. To kill a Negro they do not deem murder; to debauch a Negro woman they do not think fornication; to take the property away from a Negro they do not consider robbery. The people boast that when they get freedmen affairs in their own hands, to use their own classic expression, 'the niggers will catch hell.'
""The reason of all this is simple and manifest. The whites esteem the blacks their property by natural right, and however much they may admit that the individual relations of masters and slaves have been destroyed by the war and the President's emancipation proclamation, they still have an ingrained feeling that the blacks at large belong to the whites at large, and whenever opportunity serves they treat the colored people just as their profit, caprice or passion may dictate.""
—Congressional testimony of Col. Samuel Thomas, Assistant Commissioner, Bureau of Refugees, Freedmen and Abandoned Lands, 1865
To address the problems identified in Federalist #15, Hamilton proposed","['Banning the slave trade to promote equality among all races.'
 'Implementing a system of federal taxation to boost the national economy.'
 'Encouraging industrialization and urbanization to improve living standards.'
 'Implementing a national education system to improve literacy rates.'
 'forging alliances with American Indian nations to present a united front to European powers.'
 ""Establishing a national bank to control the country's finances.""
 'Introducing a bill of rights to protect individual liberties.'
 'increasing spending on military forces and cutting spending on social programs.'
 'adopting a new constitution in order to create a more national government.'
 'abandoning an isolationist approach to foreign policy and adopting a more aggressive and interventionist stance.']",I,8,,history,ori_mmlu-high_school_us_history
4756,How did Aurignacian technology differ from Mousterian technology?,"['Mousterian technology was focused on the production of scrapers.'
 'Aurignacian technology was primarily used for creating stone tools.'
 'Aurignacian technology was less advanced than Mousterian technology.'
 'Mousterian technology produced more usable blade surface.'
 'Aurignacian technology produced more usable blade surface.'
 'Mousterian technology produced less usable blade surface.'
 'Mousterian technology was mainly used for creating hand axes.'
 'Mousterian technology produced more projectile points.']",E,4,,history,ori_mmlu-prehistory
4840,There is evidence that the Hohokam borrowed which practice from Mesoamerican culture?,"['use of a calendar system based on celestial bodies'
 'practice of mummification for the dead'
 'ritual consumption of maize beer'
 'construction of underground dwellings' 'ritual human sacrifice'
 'use of cacao in religious ceremonies' 'playing ritual ball games'
 'construction of stepped pyramids']",G,6,,history,ori_mmlu-prehistory
4794,"This question refers to the following information.
Read the following governmental regulation.
Press Law
So long as this decree shall remain in force no publication which appears in the form of daily issues, or as a serial not exceeding twenty sheets of printed matter, shall go to press in any state of the union without the previous knowledge and approval of the state officials. Writings which do not belong to one of the above-mentioned classes shall be treated according to the laws now in force, or which may be enacted, in the individual states of the union. . . . Each state of the union is responsible, not only to the state against which the offense is directly committed, but to the whole Confederation, for every publication appearing under its supervision in which the honor or security of other states is infringed or their constitution or administration attacked. . . .
—Carlsbad Resolutions adopted by the Germanic States, 1819
The Carlsbad Resolutions were another of Metternich's schemes, like the Concert of Europe, which aimed to accomplish which of the following?","['Promote the industrial revolution across the continent.'
 ""Suppress all voices in government other than his own and control all aspects of his citizens' lives.""
 'Suppress all nationalist revolutions across the continent.'
 'Suppress all speech but that of monarchs and the churches that they approve of.'
 'Promote the spread of democratic revolutions.'
 'Facilitate trade agreements between the Germanic States and other European nations.'
 'Establish a unified German state under his control.'
 'Establish control of European states by democracy in the tradition of the Enlightenment.'
 'Promote religious freedom across the Germanic States.'
 'Establish a single, universal language across all European states.']",C,2,,history,ori_mmlu-high_school_european_history
4900,"This question refers to the following information.
Source 1:
""The Sovereign Congress of Venezuela, to which authority the people of the Republic of the New Granada have voluntarily stood by.
Considering:
1. ""That united in a single Republic, the provinces of Venezuela and the New Granada have all proportions and ways to elevate themselves to a higher grade of power and prosperity.
2. ""That constituted in separate republics, for any more stronger the ties that these have united them, so far from taking advantages of so many advantages, they would hardly consolidate and make respect their sovereignty.
3. ""That these truths, highly penetrated by superior talented men and of an enlightened patriotism, had moved the governments of both republics to convene in a reunion that the vicissitudes of wars decreed and decree the following fundamental Law of the Republic of Colombia:
ARTICLE 1. The Republics of Venezuela and New Granada are from this day on united in a single one under the glorious title of Republic of Colombia….
ARTICLE 4. The Executive Power of the Republic will be vested on the President and in case of his defect a Vice President and his replacement will be appointed interimly by the acting Congress.""
Fundamental Law Establishing Gran Colombia, passed by the Congress of Angostura convened by Simon Bolivar, 1819
Source 2:
""IN THE NAME OF THE HOLY TRINITY.
TITLE 1 - Of the Empire of Brazil, its Territories, Government, dynasty, and Religion.
Art. 1. The EMPIRE of Brazil is the political association for all Brazilian citizens. These will form a free and independent nation, and will not form any other union or federation, which may cause it to lose its own Independence.
Art. 2. Its territory is divided into provinces in the form in which it currently finds itself; these may be subdivided, as is required for the good of the state.
Art. 3. Its government is a Hereditary Monarchy, constitutional, and Representative.
Art. 4. The prevailing dynasty is that of the Lord Dom Pedro I, the sitting Emperor and Perpetual Defender of Brazil.
Art. 5. The Catholic Apostolic Roman Religion will continue to be the religion of the Empire. Followers of all other religions are allowed to worship within their households, or particular houses for that intent, so long as there is nothing indicating this on the exterior of the Temple.""
Constitution of the Empire of Brazil, March 25, 1824
Which of the following would most undermine the expectations expressed in Article 1 of Source 1?","['Intervention by the United States and European powers in the independence of Latin American countries'
 'Nationalism in Latin America pressing for stronger unity between the former Spanish colonies of South America'
 'Slave rebellions fragmenting newly independent Latin American states'
 'Sectionalism of elites in the various territories of newly independent Latin American states']",D,3,,history,ori_mmlu-high_school_world_history
4720,"This question refers to the following information.
I appeal to any white man to say, if ever he entered Logan's cabin hungry, and he gave him not meat: if ever he came cold and naked, and he clothed him not? During the course of the last long and bloody war, Logan remained idle in his cabin, an advocate for peace. Such was my love for the whites, that my countrymen pointed as they passed, and said, ""Logan is the friend of the white man."" I had even thought to have lived with you but for the injuries of one man. Colonel Cresap, the last spring, in cold blood and unprovoked; murdered all the relations of Logan, not even sparing my women and children. There runs not a drop of my blood in the veins of any living creature. This called on me for revenge. I have sought it: I have killed many; I have fully glutted my vengeance. For my country, I rejoice at the beams of peace. But do not harbor a thought that mine is the joy of fear. Logan never felt fear. He will not turn on his heel to save his life. Who is there to mourn for Logan? Not one.
—Address attributed to Logan, an Indian leader, 1774
Which of the following in later years would be most likely to see themselves in Logan's position?","['An opponent of consumerism in the 1950s'
 'An opponent of big government in the 1930s'
 'A supporter of liberalism in the 1960s'
 'An opponent of industrialization in the 1800s'
 'A supporter of civil rights in the 1960s'
 'A supporter of environmentalism in the 1980s'
 'An opponent of globalization in the 2000s'
 'A supporter of communism in the 1950s'
 'A supporter of feminism in the 1970s']",B,1,,history,ori_mmlu-high_school_us_history
4718,"This question refers to the following information.
""We have witnessed for more than a quarter of a century the struggles of the two great political parties for power and plunder, while grievous wrongs have been inflicted upon the suffering people. We charge that the controlling influences dominating both these parties have permitted the existing dreadful conditions to develop without serious effort to prevent or restrain them. Neither do they now promise us any substantial reform. They have agreed together to ignore, in the coming campaign, every issue but one. They propose to drown the outcries of a plundered people with the uproar of a sham battle over the tariff, so that capitalists, corporations, national banks, rings, trusts, watered stock, the demonetization of silver and the oppressions of the usurers may all be lost sight of. They propose to sacrifice our homes, lives, and children on the altar of mammon; to destroy the multitude in order to secure corruption funds from the millionaires.
""Assembled on the anniversary of the birthday of the nation, and filled with the spirit of the grand general and chief who established our independence, we seek to restore the government of the Republic to the hands of 'the plain people,' with which class it originated. We assert our purposes to be identical with the purposes of the National Constitution; to form a more perfect union and establish justice, insure domestic tranquillity, provide for the common defence, promote the general welfare, and secure the blessings of liberty for ourselves and our posterity.""
Populist Party Platform, 1892
Which one of the following political movements most closely shared many of the goals outlined by the Populist Party?","['The Tea Party movement of the early 2000s'
 'Jacksonian Democracy of the early 1800s' 'Neoconservatism of the 1980s'
 'Progressivism of the early 1900s' 'Federalism of the late 1700s'
 'The New Deal policies of the 1930s'
 'The Civil Rights movement of the 1960s'
 'Isolationism of the early 1900s' 'Socialism of the late 1800s'
 'The Counterculture movement of the 1960s']",D,3,,history,ori_mmlu-high_school_us_history
5015,"This question refers to the following information.
""Wherever I go—the street, the shop, the house, or the steamboat—I hear the people talk in such a way as to indicate that they are yet unable to conceive of the Negro as possessing any rights at all. Men who are honorable in their dealings with their white neighbors will cheat a Negro without feeling a single twinge of their honor. To kill a Negro they do not deem murder; to debauch a Negro woman they do not think fornication; to take the property away from a Negro they do not consider robbery. The people boast that when they get freedmen affairs in their own hands, to use their own classic expression, 'the niggers will catch hell.'
""The reason of all this is simple and manifest. The whites esteem the blacks their property by natural right, and however much they may admit that the individual relations of masters and slaves have been destroyed by the war and the President's emancipation proclamation, they still have an ingrained feeling that the blacks at large belong to the whites at large, and whenever opportunity serves they treat the colored people just as their profit, caprice or passion may dictate.""
—Congressional testimony of Col. Samuel Thomas, Assistant Commissioner, Bureau of Refugees, Freedmen and Abandoned Lands, 1865
Which of the following factors did Alexander Hamilton believe was a source for the problems in the excerpt from Federalist #15?","['economic class divisions among the American people that prevented them from forging a unified vision.'
 'a failure of American policy-makers to abandon mercantilist principles and to embrace a laissez-faire approach to trade.'
 'The absence of a proper legal system to enforce the law.'
 'The lack of economic development and industrialization.'
 'A lack of proper education among the American people.'
 'The lack of a strong military force to maintain peace and order.'
 'The persistence of slavery and racial discrimination.'
 'a weak central government without the powers to address pressing issues.'
 'The absence of a unified national identity among the American people.'
 'an unhealthy obsession among the American people with religion and individual salvation, at the expense of interest in solving practical national problems.']",H,7,,history,ori_mmlu-high_school_us_history
4880,"This question refers to the following information.
""If any person or persons shall, from and after the passing of this act, by force and violence, take and carry away, or cause to be taken or carried away, and shall, by fraud or false pretense, seduce, or cause to be seduced, or shall attempt so to take, carry away or seduce, any negro or mulatto, from any part or parts of this commonwealth, to any other place or places whatsoever, out of this commonwealth, with a design and intention of selling and disposing of, or of causing to be sold, or of keeping and detaining, or of causing to be kept and detained, such negro or mulatto, as a slave or servant for life, or for any term whatsoever, every such person or persons, his or their aiders or abettors, shall on conviction thereof, in any court of this commonwealth having competent jurisdiction, be deemed guilty of a felony.""
—Excerpt from Pennsylvania law, 1826
Critics challenged the constitutionality of this 1826 law in the Supreme Court on the grounds that it","[""infringed upon the Fourth Amendment's protection against unreasonable searches and seizures.""
 ""undermined the Tenth Amendment's reservation of powers to the states.""
 'was contradictory to the ""full faith and credit"" clause of the Constitution.'
 'was inconsistent with the ""eminent domain"" clause of the Fifth Amendment of the Constitution.'
 'circumvented the three-fifths clause of the Constitution.'
 'violated the Constitutional injunction against bills of attainder.'
 'undermined the intent of the fugitive slave clause of the Constitution.'
 ""violated the Eighth Amendment's prohibition of cruel and unusual punishment.""
 'was in conflict with the ""commerce clause"" of the Constitution.'
 'violated the right to a speedy and public trial as outlined in the Sixth Amendment of the Constitution.']",G,6,,history,ori_mmlu-high_school_us_history
4715,"This question refers to the following information.
I appeal to any white man to say, if ever he entered Logan's cabin hungry, and he gave him not meat: if ever he came cold and naked, and he clothed him not? During the course of the last long and bloody war, Logan remained idle in his cabin, an advocate for peace. Such was my love for the whites, that my countrymen pointed as they passed, and said, ""Logan is the friend of the white man."" I had even thought to have lived with you but for the injuries of one man. Colonel Cresap, the last spring, in cold blood and unprovoked; murdered all the relations of Logan, not even sparing my women and children. There runs not a drop of my blood in the veins of any living creature. This called on me for revenge. I have sought it: I have killed many; I have fully glutted my vengeance. For my country, I rejoice at the beams of peace. But do not harbor a thought that mine is the joy of fear. Logan never felt fear. He will not turn on his heel to save his life. Who is there to mourn for Logan? Not one.
—Address attributed to Logan, an Indian leader, 1774
Which of the following best expresses the perspective of Logan in the passage above?","['Logan believes that Indians need to find strength in unity'
 'Logan feels a sense of superiority over the white settlers'
 'Logan believes in the power of peaceful negotiation over war'
 'Logan believes the expansion of British settlements must be stopped'
 'Logan regrets seeking revenge for his family'
 'Logan laments the loss of his family'
 'Logan wants to establish a peaceful coexistence with the white settlers'
 'Logan opposes a new peace treaty'
 'Logan seeks to incite war against the white settlers']",F,5,,history,ori_mmlu-high_school_us_history
4830,"This question refers to the following information.
Read the following letter.
It happened . . . that a Spaniard saw an Indian . . . eating a piece of flesh taken from the body of an Indian who had been killed. . . . I had the culprit burned, explaining that the cause was his having killed that Indian and eaten him[,] which was prohibited by Your Majesty, and by me in Your Royal name. I further made the chief understand that all the people . . . must abstain from this custom. . . . I came . . . to protect their lives as well as their property, and to teach them that they were to adore but one God[,] . . . that they must turn from their idols, and the rites they had practiced until then, for these were lies and deceptions which the devil . . . had invented. . . . I, likewise, had come to teach them that Your Majesty, by the will of Divine Providence, rules the universe, and that they also must submit themselves to the imperial yoke, and do all that we who are Your Majesty's ministers here might order them.
—Hernan Cortez, Fifth Letter to Holy Roman Emperor Charles V, 1521
Which of the following was NOT a result of the European conquest of the Americas realized by the end of the seventeenth century?","['Europeans established overseas colonies on the coasts of the Americas and throughout the continent of Africa.'
 'Europeans established colonies throughout Asia and the Pacific Islands.'
 'Europeans created vast global trade networks that allowed them to gain large accumulations of wealth.'
 'European conquest led to the extinction of the majority of plant and animal species in the Americas.'
 'Europeans expanded the African slave trade in response to the establishment of a plantation economy in the Americas and to demographic catastrophes among indigenous peoples.'
 'The European conquest resulted in a globally unified political system under European rule.'
 ""The conquest resulted in a decrease in Europe's population.""
 ""Europe's colonial expansion led to a global exchange of goods, flora, fauna, cultural practices, and diseases.""
 'The indigenous people of the Americas were able to retain their territories and political power.'
 'Europeans were able to completely eliminate all native cultures and languages in the Americas.']",A,0,,history,ori_mmlu-high_school_european_history
4949,"This question refers to the following information.
""But you, my dear Pangloss,"" said Candide, ""how can it be that I behold you again?""
""It is true,"" said Pangloss, ""that you saw me hanged&….A surgeon purchased my body, carried home, and dissected me. He began with making a crucial incision on me from the navel to the clavicula. One could not have been worse hanged than I was. The executioner of the Holy Inquisition was a sub-deacon, and knew how to burn people marvellously well, but he was not accustomed to hanging. The cord was wet and did not slip properly, and besides it was badly tied; in short, I still drew my breath, when the crucial incision made me give such a frightful scream that my surgeon fell flat upon his back&…[At length he] sewed up my wounds; his wife even nursed me. I was upon my legs at the end of fifteen days&….
One day I took it into my head to step into a mosque, where I saw an old Iman and a very pretty young devotee who was saying her paternosters&….She dropped her bouquet; I picked it up, and presented it to her with a profound reverence. I was so long in delivering it that the Iman began to get angry, and seeing that I was a Christian he called out for help. They carried me before the cadi, who ordered me a hundred lashes on the soles of the feet and sent me to the galleys. I was chained to the very same galley and the same bench as the young Baron. On board this galley there were four young men from Marseilles, five Neapolitan priests, and two monks from Corfu, who told us similar adventures happened daily. The Baron maintained that he had suffered greater injustice than I&….We were continually disputing, and received twenty lashes with a bull's pizzle when the concatenation of universal events brought you to our galley, and you were good enough to ransom us.""
""Well, my dear Pangloss,"" said Candide to him, ""when you had been hanged, dissected, whipped, and were tugging at the oar, did you always think that everything happens for the best?""
""I am still of my first opinion,"" answered Pangloss, ""for I am a philosopher and I cannot retract, especially as Leibnitz could never be wrong; and besides, the pre-established harmony is the finest thing in the world, and so is his plenum and materia subtilis.""
Voltaire, French Enlightenment writer, Candide, 1759
The ""concatenation of universal events"" that brought the men together on the ship illustrates the eighteenth-century fondness of","['demonstrating the unpredictability and randomness of life'
 'promoting the idea of a divine plan or preordained destiny'
 'using complex language to obfuscate the reality of harsh living conditions'
 'using the maritime setting as a metaphor for human existence'
 'using satire to critique the social and religious institutions of the era'
 'using cause-and-effect to systematize the understanding of human behavior'
 'demonstrating high social status through large vocabulary'
 'mocking the philosophical theories of the time through absurd scenarios'
 'exploiting naval power to European nation-states'
 'drawing universal conclusions from a wide range of concrete data']",F,5,,history,ori_mmlu-high_school_european_history
4850,"This question refers to the following information.
""Is there no danger to our liberty and independence in a bank that in its nature has so little to bind it to our country? The president of the bank has told us that most of the State banks exist by its forbearance. Should its influence become concentrated, as it may under the operation of such an act as this, in the hands of a self-elected directory whose interests are identified with those of the foreign stockholders, will there not be cause to tremble for the purity of our elections in peace and for the independence of our country in war? Their power would be great whenever they might choose to exert it; but if this monopoly were regularly renewed every fifteen or twenty years on terms proposed by themselves, they might seldom in peace put forth their strength to influence elections or control the affairs of the nation. But if any private citizen or public functionary should interpose to curtail its powers or prevent a renewal of its privileges, it cannot be doubted that he would be made to feel its influence.""
President Andrew Jackson, Veto of the Bank of the United States, 1832
Which of the following events most directly caused the formation of the Second Bank of the United States?","['The need to finance the Louisiana Purchase'
 'Federalist counter-reaction to the extreme budget-cutting under Jefferson'
 'The failure of the Specie Circular'
 'The economic depression following the Panic of 1819'
 'Unregulated currency and federal debts after the War of 1812'
 'Efforts by Alexander Hamilton to stabilize the national economy'
 'Efforts by Thomas Jefferson to reduce the national debt'
 'The need to finance the American Revolution'
 'The need to finance the War of 1812'
 ""Alexander Hamilton's assassination""]",E,4,,history,ori_mmlu-high_school_us_history
